"P_000736","P_000737","P_000646","P_000647","P_000648","P_001886","P_001887","P_002539","P_002540","P_002521","P_002522","P_002547","P_002548","P_000733","P_002440","P_000687","P_000690","P_000691","P_000721","P_000720","P_000744","P_000745","P_000753","P_002441","P_000500","P_000501","VAL_0","VAL_1","VAL_2","VAL_3"
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2308",TRSD - DÍVIDA ATIVA JUDICIAL - FT 501,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Abril,4,"11220103",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,51638.77,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4136",MULTA DE MORA P/ATRASO NO REC. ISS PRÓPRIO EXERC. NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Abril,4,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,88705.61,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"7238",TRANSF. DO FNS - RECURSOS SUS - COMPLEMENTO PISO SALARIAL DOS PROFISSIONAIS DA ENFERMAGEM,"1713",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS ,"1713505",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - GESTÃO DO SUS,"171350",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSES FUNDO A FUNDO - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"605",ASSIST. FINANCEIRA DA UNIÃO - COMPLEMENTAÇÃO PISOS SALARIAIS - PROFISSIONAIS DA ENFERMAGEM,Agosto,8,"17135051",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - GESTÃO DO SUS - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","480100",FUNDO MUNICIPAL DE SAÚDE - FMS,,0,2446299.86,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6448",TRANSFERÊNCIA DO FUNDEB - IPVA,"1751",TRANSF. REC. FUNDO DE MANUT. E DES. DA EDUC. BÁSICA E VALORIZ. DOS PROFISSIONAIS DA EDUC. - FUNDEB,"1751500",TRANSF. DE RECURSOS DO FUNDO DE MANUT. E DESENV. DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO - FUNDEB,"175150",TRANSF. DE RECURSOS DO FUNDO DE MANUT. E DESENV. DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO - FUNDEB,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,"5",2024,"540",TRANSFERÊNCIAS DO FUNDEB - IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS,Maio,5,"17515001",TRANSF. DE RECURSOS DO FUNDO DE MANUT. E DESENV. DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO - FUNDEB - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,652172.5,1922612.51,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1127",IPTU PREDIAL - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1112",IMPOSTOS SOBRE O PATRIMÔNIO,"1112500",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,"111250",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Maio,5,"11125003",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,984999.37,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5552",JUROS SOBRE TRSD -TAXA COL. REM. DEST. RES. SÓLIDO - EXERCÍCIO ANTERIOR - FT 501,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Maio,5,"11220102",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,68258.45,
"1",RECEITAS CORRENTES,"621390101",(-) RESTITUIÇÕES DE RECEITA REALIZADA,D,"2261",TAXA DE LICENÇA VIGILÂNCIA SANITÁRIA - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"659",OUTROS RECURSOS VINCULADOS À SAÚDE,Julho,7,"11215001",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,496.99,0,
"1",RECEITAS CORRENTES,"621390101",(-) RESTITUIÇÕES DE RECEITA REALIZADA,D,"5113",JUROS S/IPTU - DÍVIDA ATIVA,"1112",IMPOSTOS SOBRE O PATRIMÔNIO,"1112500",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,"111250",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Setembro,9,"11125004",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,28.34,0,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2241",TAXA LIC P/INST OU UTIL DE MAQ MOT ETC - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Outubro,10,"11210101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1586.75,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1121",IPTU PREDIAL - EXERCÍCIO,"1112",IMPOSTOS SOBRE O PATRIMÔNIO,"1112500",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,"111250",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Janeiro,1,"11125001",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,51644962.8,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2252",TAXA LIC. PELA OCUPAÇÃO DE ÁREAS PÚBLICAS - EXERCÍCIO ANTERIOR,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Janeiro,1,"11210101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,293.26,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9429",AUTORIZ. P/ INSTAL. GRADE/ LÁPIDE/ CANTEIRO - CEMITÉRIO VÁRZEA - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Fevereiro,2,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,138.32,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1342",ISS FONTE HOMOLOGADO - COMPETÊNCIA EX. ANTERIORES,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Março,3,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,256.61,320272.18,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4134",MULTA POR ATRASO DE ISS EXERCÍCIO - SIMPLES NACIONAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Março,3,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,7019.81,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4556",MULTA SOBRE TAXA DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA ADMINISTRATIVA - FT 501,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Julho,7,"11215004",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,7072.65,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2263",TAXA DE LICENÇA VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA ADMINISTRATIVA,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"659",OUTROS RECURSOS VINCULADOS À SAÚDE,Maio,5,"11215003",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,2564.05,8546.81,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6105",REND. DE APLIC. FINANCEIRAS S/OP. DE CRÉDITOS - FT 790 (BNDES/BB) - 15.01,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"754",RECURSOS DE OPERAÇÕES DE CRÉDITO,Junho,6,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,12167.22,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9436",UTILIZAÇÃO OU RESERVA DE VELÓRIO - CEMITÉRIO STO. AMARO - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Setembro,9,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,35121.6,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2267",TAXA DE LICENÇA VIGILÂNCIA SANITÁRIA - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"659",OUTROS RECURSOS VINCULADOS À SAÚDE,Outubro,10,"11215003",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,4701.8,15672.67,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4221",MULTA POR INFRAÇÃO RECOLHIMENTO DO ISS - ADMINISTRATIVA,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Outubro,10,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,61422.57,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4526",MULTAS SOBRE TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Outubro,10,"11210102","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - MULTAS E JUROS","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,117.12,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4554",MULTA SOBRE TAXA DE VIGILÂNCIA SANITÁRIA - EXERCÍCIO - FT 501,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Fevereiro,2,"11215002",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - MULTAS E JUROS DE MORA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,7350.17,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1376",ISS FONTE CONFISSÃO - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Março,3,"11145113",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,20891.25,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2247",TAXA LIC P/INST OU UTIL DE MAQ MOT ETC - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Março,3,"11210103","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,292.71,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9689",CONTRIB. SERVIDOR ATIVO CIVIL,"1215",CONTRIBUIÇÕES PARA REGIMES PRÓPRIOS DE PREVIDÊNCIA E SISTEMA DE PROTEÇÃO SOCIAL,"1215011",CONTRIBUIÇÃO DO SERVIDOR CIVIL ATIVO,"121501",CONTRIBUIÇÃO DO SERVIDOR CIVIL,CONTRIBUIÇÕES SOCIAIS,"1",2024,"800",RECURSOS VINC. AO RPPS - FUNDO CAPIT. (PLANO PREV.),Julho,7,"12150111",CONTRIBUIÇÃO DO SERVIDOR CIVIL ATIVO - PRINCIPAL,CONTRIBUIÇÕES,"2","610200",FUNDO PREVIDENCIÁRIO - RECIPREV,,0,11613299.41,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1366",ISS PRÓPRIO AUTO/NOTIFICAÇÃO - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Abril,4,"11145113",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,487460.21,
"7",RECEITAS CORRENTES INTRAORÇAMENTÁRIAS,"621210101",RECEITA REALIZADA,C,"6208",RECEITA DE SERVIÇOS DE ADMINISTRAÇÃO DO RPPS,"7611",SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS,"7611010",SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL,"761101",SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL,SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS,"1",2024,"802",RECURSOS VINCULADOS RPPS - TAXA ADMINISTRAÇÃO,Abril,4,"76110101",SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL - PRINCIPAL,RECEITA DE SERVIÇOS,"6","610100",AUTARQUIA MUNICIPAL DE PREVIDÊNCIA E ASSISTÊNCIA À SAÚDE DOS SERVIDORES,,973084.92,973084.92,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4511",MULTA POR INFRAÇÃO AO CÓDIGO DE OBRAS,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Maio,5,"19110101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,88250.38,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6600",OUTRAS MULTAS - FT 241 - EMLURB,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911090",MULTAS E JUROS PREVISTOS EM CONTRATOS,"191109",MULTAS E JUROS PREVISTOS EM CONTRATOS,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Maio,5,"19110901",MULTAS E JUROS PREVISTOS EM CONTRATOS - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","501000",AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB,,0,2584.3,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5318",JUROS DE MORA P/ATRASO REC. ISS FONTE - EXERCÍCIO - NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Maio,5,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,9810.35,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2222",TAXA DE LICENÇA DE FUNCIONAMENTO - EX. ANTERIOR,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Junho,6,"11210101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,127219.63,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5315",JUROS POR ATRASO ISS PRÓPRIO - EXERCÍCIO ANTERIOR - SIMPLES NACIONAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Julho,7,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,188374.61,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4613",MULTAS PREVISTAS NA LEGISLAÇÃO DE TRÂNSITO - FT 752,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911140",MULTAS PREVISTAS NO CÓDIGO DE TRÂNSITO BRASILEIRO - CTB,"191114",MULTAS PREVISTAS NO CÓDIGO DE TRÂNSITO BRASILEIRO - CTB,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"752",RECURSOS VINCULADOS AO TRÂNSITO,Maio,5,"19111401",MULTAS PREVISTAS NO CÓDIGO DE TRÂNSITO BRASILEIRO - CTB - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,1386078.54,4620261.79,
